 ,X,Y
1,144.000,80.000
2,147.500,21.500
3,65.500,125.500
4,71.500,93.500
5,211.500,25.500
6,235.500,107.500
7,151.500,113.500
8,285.500,41.500
9,487.500,35.500
10,579.500,31.500
11,675.500,17.500
12,777.500,15.500
13,831.500,57.500
14,875.500,89.500
15,779.500,89.500
16,735.500,89.500
17,681.500,73.500
18,637.500,53.500
19,607.500,101.500
20,583.500,69.500
21,699.500,113.500
22,557.500,141.500
23,527.500,71.500
24,481.500,83.500
25,427.500,61.500
26,455.500,145.500
27,381.500,145.500
28,355.500,79.500
29,289.500,95.500
30,317.500,163.500
31,239.500,163.500
32,207.500,143.500
33,153.500,161.500
34,119.500,197.500
35,65.500,267.500
36,47.500,291.500
37,93.500,237.500
38,151.500,237.500
39,207.500,221.500
40,153.500,211.500
41,263.500,215.500
42,403.500,205.500
43,651.500,173.500
44,723.500,189.500
45,769.500,151.500
46,803.500,223.500
47,749.500,225.500
48,859.500,177.500
49,879.500,233.500
50,815.500,313.500
51,843.500,281.500
52,681.500,253.500
53,707.500,341.500
54,787.500,361.500
55,647.500,313.500
56,611.500,313.500
57,581.500,313.500
58,539.500,313.500
59,465.500,331.500
60,407.500,313.500
61,299.500,309.500
62,323.500,273.500
63,239.500,267.500
64,169.500,289.500
65,65.500,355.500
66,51.500,381.500
67,125.500,361.500
68,173.500,393.500
69,263.500,401.500
70,325.500,381.500
71,281.500,361.500
72,123.500,473.500
73,143.500,441.500
74,187.500,475.500
75,171.500,507.500
76,23.500,447.500
77,53.500,515.500
78,9.500,571.500
79,23.500,501.500
80,287.500,447.500
81,247.500,455.500
82,329.500,441.500
83,379.500,421.500
84,379.500,463.500
85,483.500,369.500
86,499.500,469.500
87,609.500,393.500
88,711.500,407.500
89,861.500,417.500
90,651.500,449.500
91,599.500,485.500
92,631.500,503.500
93,791.500,531.500
94,743.500,461.500
95,483.500,577.500
96,435.500,497.500
97,427.500,583.500
98,375.500,519.500
99,335.500,521.500
100,281.500,491.500
101,221.500,535.500
102,333.500,569.500
103,425.500,649.500
104,467.500,661.500
105,423.500,737.500
106,395.500,783.500
107,421.500,873.500
108,307.500,857.500
109,305.500,725.500
110,329.500,701.500
111,381.500,617.500
112,267.500,601.500
113,257.500,639.500
114,229.500,667.500
115,179.500,665.500
116,195.500,723.500
117,193.500,781.500
118,235.500,793.500
119,151.500,753.500
120,119.500,729.500
121,105.500,633.500
122,91.500,585.500
123,131.500,521.500
124,129.500,569.500
125,139.500,607.500
126,167.500,575.500
127,41.500,735.500
128,91.500,753.500
129,11.500,705.500
130,19.500,777.500
131,47.500,807.500
132,43.500,857.500
133,115.500,855.500
134,183.500,821.500
135,171.500,881.500
136,255.500,879.500
137,487.500,887.500
138,473.500,849.500
139,463.500,803.500
140,521.500,773.500
141,503.500,733.500
142,557.500,677.500
143,583.500,797.500
144,515.500,823.500
145,547.500,865.500
146,627.500,769.500
147,645.500,737.500
148,623.500,881.500
149,653.500,685.500
150,695.500,853.500
151,739.500,809.500
152,783.500,803.500
153,811.500,727.500
154,849.500,633.500
155,867.500,805.500
156,831.500,821.500
157,795.500,853.500
158,767.500,877.500
159,713.500,651.500
160,739.500,549.500
161,675.500,581.500
162,559.500,577.500
163,57.500,61.500
164,363.500,337.500
165,823.500,131.500
166,783.500,657.500
167,763.500,771.500
168,821.500,449.500
169,875.500,587.500
170,871.500,769.500
