 ,X,Y
1,24.000,48.000
2,49.500,35.500
3,149.500,59.500
4,79.500,93.500
5,23.500,141.500
6,83.500,155.500
7,51.500,189.500
8,153.500,151.500
9,213.500,101.500
10,295.500,17.500
11,355.500,21.500
12,415.500,33.500
13,537.500,59.500
14,627.500,97.500
15,715.500,31.500
16,691.500,17.500
17,819.500,69.500
18,795.500,119.500
19,851.500,117.500
20,881.500,261.500
21,707.500,219.500
22,699.500,261.500
23,563.500,193.500
24,505.500,121.500
25,391.500,107.500
26,347.500,157.500
27,257.500,135.500
28,169.500,215.500
29,209.500,169.500
30,187.500,135.500
31,215.500,241.500
32,269.500,201.500
33,143.500,321.500
34,31.500,461.500
35,27.500,367.500
36,83.500,487.500
37,103.500,411.500
38,133.500,439.500
39,175.500,441.500
40,179.500,481.500
41,315.500,293.500
42,367.500,277.500
43,259.500,263.500
44,475.500,229.500
45,505.500,269.500
46,471.500,299.500
47,367.500,335.500
48,411.500,335.500
49,449.500,413.500
50,299.500,433.500
51,299.500,469.500
52,379.500,491.500
53,395.500,553.500
54,531.500,429.500
55,523.500,381.500
56,615.500,405.500
57,595.500,457.500
58,705.500,327.500
59,663.500,427.500
60,751.500,429.500
61,747.500,489.500
62,809.500,505.500
63,865.500,405.500
64,861.500,343.500
65,755.500,265.500
66,739.500,585.500
67,655.500,541.500
68,619.500,581.500
69,487.500,571.500
70,449.500,615.500
71,435.500,535.500
72,411.500,605.500
73,355.500,633.500
74,355.500,589.500
75,251.500,565.500
76,277.500,633.500
77,113.500,585.500
78,155.500,673.500
79,179.500,723.500
80,55.500,745.500
81,67.500,833.500
82,27.500,839.500
83,79.500,741.500
84,127.500,881.500
85,177.500,853.500
86,375.500,789.500
87,341.500,705.500
88,465.500,795.500
89,359.500,845.500
90,511.500,847.500
91,625.500,749.500
92,541.500,673.500
93,691.500,641.500
94,727.500,659.500
95,825.500,617.500
96,877.500,657.500
97,819.500,729.500
98,785.500,657.500
99,837.500,831.500
100,735.500,817.500
101,681.500,801.500
102,779.500,865.500
103,687.500,853.500
104,251.500,391.500
105,405.500,149.500
106,559.500,561.500
107,467.500,735.500
108,623.500,699.500
109,875.500,547.500
110,601.500,325.500
111,631.500,249.500
