 ,X,Y
1,106.000,26.000
2,111.500,79.500
3,159.500,47.500
4,221.500,105.500
5,31.500,81.500
6,13.500,117.500
7,173.500,93.500
8,257.500,93.500
9,369.500,49.500
10,373.500,105.500
11,429.500,75.500
12,461.500,7.500
13,493.500,11.500
14,533.500,45.500
15,487.500,125.500
16,505.500,77.500
17,577.500,91.500
18,619.500,47.500
19,737.500,85.500
20,781.500,49.500
21,833.500,29.500
22,875.500,23.500
23,873.500,75.500
24,813.500,81.500
25,629.500,89.500
26,669.500,117.500
27,701.500,93.500
28,773.500,141.500
29,801.500,141.500
30,257.500,177.500
31,427.500,145.500
32,487.500,185.500
33,591.500,127.500
34,611.500,177.500
35,549.500,147.500
36,733.500,151.500
37,715.500,193.500
38,775.500,201.500
39,819.500,165.500
40,877.500,177.500
41,847.500,123.500
42,845.500,219.500
43,643.500,141.500
44,87.500,197.500
45,169.500,199.500
46,189.500,149.500
47,217.500,217.500
48,275.500,229.500
49,309.500,197.500
50,327.500,237.500
51,373.500,225.500
52,369.500,191.500
53,409.500,189.500
54,469.500,221.500
55,433.500,261.500
56,143.500,233.500
57,123.500,273.500
58,87.500,245.500
59,81.500,323.500
60,31.500,251.500
61,151.500,341.500
62,181.500,301.500
63,209.500,271.500
64,257.500,271.500
65,343.500,277.500
66,393.500,279.500
67,475.500,273.500
68,523.500,265.500
69,569.500,305.500
70,651.500,243.500
71,709.500,273.500
72,807.500,237.500
73,761.500,271.500
74,763.500,305.500
75,809.500,293.500
76,857.500,255.500
77,875.500,307.500
78,845.500,347.500
79,825.500,377.500
80,813.500,421.500
81,769.500,357.500
82,719.500,357.500
83,677.500,341.500
84,677.500,313.500
85,633.500,341.500
86,583.500,341.500
87,525.500,373.500
88,517.500,309.500
89,449.500,381.500
90,429.500,305.500
91,389.500,317.500
92,361.500,333.500
93,317.500,337.500
94,355.500,425.500
95,417.500,401.500
96,273.500,425.500
97,233.500,357.500
98,265.500,349.500
99,269.500,303.500
100,205.500,407.500
101,157.500,407.500
102,125.500,353.500
103,85.500,393.500
104,15.500,387.500
105,569.500,235.500
106,733.500,403.500
107,751.500,405.500
108,771.500,457.500
109,827.500,473.500
110,857.500,433.500
111,885.500,435.500
112,457.500,441.500
113,485.500,425.500
114,415.500,493.500
115,529.500,489.500
116,577.500,397.500
117,645.500,389.500
118,681.500,421.500
119,635.500,437.500
120,601.500,493.500
121,665.500,493.500
122,711.500,471.500
123,725.500,529.500
124,101.500,453.500
125,53.500,497.500
126,205.500,517.500
127,5.500,601.500
128,13.500,539.500
129,59.500,613.500
130,91.500,571.500
131,111.500,601.500
132,121.500,539.500
133,171.500,567.500
134,305.500,533.500
135,301.500,593.500
136,261.500,559.500
137,419.500,537.500
138,401.500,581.500
139,371.500,637.500
140,423.500,597.500
141,491.500,569.500
142,533.500,569.500
143,587.500,559.500
144,645.500,561.500
145,689.500,555.500
146,849.500,533.500
147,787.500,633.500
148,829.500,659.500
149,755.500,665.500
150,717.500,631.500
151,701.500,665.500
152,659.500,609.500
153,643.500,661.500
154,637.500,693.500
155,603.500,657.500
156,515.500,613.500
157,565.500,633.500
158,609.500,607.500
159,551.500,689.500
160,523.500,717.500
161,479.500,669.500
162,449.500,695.500
163,337.500,675.500
164,261.500,631.500
165,163.500,631.500
166,31.500,689.500
167,73.500,745.500
168,35.500,775.500
169,217.500,669.500
170,207.500,701.500
171,153.500,765.500
172,303.500,703.500
173,257.500,689.500
174,335.500,767.500
175,387.500,717.500
176,385.500,765.500
177,415.500,803.500
178,585.500,773.500
179,645.500,771.500
180,699.500,741.500
181,789.500,709.500
182,757.500,745.500
183,729.500,797.500
184,685.500,841.500
185,789.500,779.500
186,841.500,797.500
187,735.500,851.500
188,845.500,869.500
189,793.500,853.500
190,889.500,761.500
191,877.500,717.500
192,875.500,631.500
193,489.500,841.500
194,511.500,819.500
195,541.500,859.500
196,613.500,865.500
197,675.500,877.500
198,453.500,865.500
199,389.500,869.500
200,339.500,827.500
201,289.500,873.500
202,253.500,857.500
203,193.500,819.500
204,65.500,845.500
205,143.500,839.500
206,253.500,771.500
207,91.500,701.500
